Rating,Text,Date Posted
5.0,I have purchased this controller twice now. works well lasted me longer than other controllers. most wear out quickly with the buttons sticking. these seem to do better than some more expensive ones. grips well pleased with the quality and play. price is not bad as well. so will keep buying this controller. old man gamer. but the grands love it to.,2026-02-18 22:25:31
5.0,"’ve been using the Xbox Wireless Controller for a few days now, and it’s easily one of the most comfortable and responsive controllers I’ve owned. The buttons have just the right amount of resistance, and the textured grips make longer gaming sessions much easier on the hands. Pairing over Bluetooth was instant, and it stays connected without any dropouts. I mainly use it for PC gaming, and the compatibility has been flawless across everything from racing games to shooters. Simple, solid, and built to last, exactly what I wanted.",2026-02-18 22:25:31
5.0,Fast shipment and fairly priced! Great replacement.,2026-02-18 22:25:31
4.0,"Doesn't work with the rechargable packs that the older controller uses. Is a usbhc instead of the mini USB. Didn't not come with a cable. The D pad on the bottom is connected on the corners, so limits the feedback. Screenshot button is in an annoying place (lower middle, near 2 other buttons).",2026-02-18 22:25:31
5.0,"Works so far, no problems yet.",2026-02-18 22:25:31
5.0,"This review will cover my opinion based on my experience with the product itself and the seller.  THE PRODUCT- I really loved the XBOX 360 controller and I was really confident that it was by far the best controller that was made. I loved the way it fit in my hands and I loved the placement of everything. I was a little skeptical when Microsoft changed the look. However, now that I have tried it, I can say that I have been very well pleased. Not much has actually changed as far as the feeling goes. It still feels super comfortable and the buttons are all in the same location. It fits well in the hands and is perfect for accessing everything you need and when you need it. Along with the sleek new look, I would say it was a very good change.  Just so you know, I am actually very critical about controllers. For me, the controller experience is way more than my ability to press buttons. I need to feel the controller, I need to see how the controller lasts over time, and how good it looks after a long time. For example, I did compare the XBOX One Controller to the PS4 Controller. I did enjoy the PS2 controllers however I found problems with the PS$ controllers. First off, it was not nearly as comfortable as the XBOX One Controller. Also, there was a lot of unnecessary space used for a rather pointless detail for the touch pad. No games actually use it to its potential so the touch pad was really just a waste of space. Also, the left and right triggers were very easy to break and stick. For such a vital part of the controller for most games, this was a heavy flaw for me.  This all made me really see the quality of the XBOX One Controller. It is, in my opinion, far superior to any other console controller out there.  THE SELLER- My overall experience was a good experience. I was pretty anxious to receive my product, so I was disappointed when I had delays with the delivery. However, that was in no part the fault of the sellers. It was lack of attention on my part when my address was not correct. That caused some delays, but soon after fixing the problem, the product was delivered promptly.",2026-02-18 22:25:31
5.0,"This is the best controller ever made. For $50 youre getting what you pay for. The plastic housing of the controller is smooth and relatively fingerprint resistant. They added a slightly textured grip on the back of the controller for this model but honestly you wont even notice it, but its not like it was going to fall out of your hand anyway. The face buttons have a tactile press to them that I wish was more 'clicky' but they went against this design so that games with quick button presses would click more quickly/smoothly. The bumpers are clicky, and you can click them better at the very far edge toward the center of the controller comparred to the original Xbone controller. The triggers are also the best Ive ever used with enough resistance to be precise but are also loose enough to press them quickly. Maybe they could be a little more but theyre still great. They also have rumble in the triggers, which sounds like a gimmick, but when you play a game like Forza and can actually 'feel' the texture of the cement as you drive it becomes hard to play without it. The rumble in general is good, but as usual with consoles, games dont really take good advantage of it. The analog sticks are better than the original Xbone controller in that they feel the same but they can take more of a beating. The analogs only have a little bit of resistance, the PS4 dualshock has better analogs in this area. You need a good amount of pressure on analog sticks so you can make very deliberant movements you know? But the analogs make up for this at least by having the most amazing texture to them. The PS4 dualshock is notorious for the plastic peeling on the analogs after some rough use. But this wont happen on the Xbone controller because the analogs are all one piece of plastic. Its physically harder which should make it less grippy, but the serrated texture finish on them makes them not the least bit slippery. Now lets talk about the dpad. The dpad is the most neglected piece of any modern controller. While the xbox 360 controller is famous for being the most popular controller in the world, its dpad is one of the worst ever made. Even the ps3 controller had a better dpad, which is just sad. But microsoft pulled this one off, and I have to say it is the best clickly dpad I have ever felt. Is it perfect? No, it could still be clickier. But it has a great balance of pressure for all four directional presses, as well as smooth thumb transitions to the diaginal presses. In this model they also extended the soft plastic to cover the home button. I dont like this decision, the original xbone design was better in that the shiny plastic separated the home button from the gaming buttons. The real thing I hate about this change is just the visual difference. I dont think anyone would ever really notice, but Im obsessed with details and this just looks inferior aesthetically. But to their credit it makes the home button more satisfying to click, even if its the most mushy button on the controller. The start and select buttons, and I refuse to refer to them by any other name contrary to what microsoft wants, are fine. They are more mushy than clicky but you barely used them so its fine. The home button by the way shines really bright which is fine in the day, but gaming at night becomes a nusance once this really bright light obscures the bottom of your vision. Its annoying because the Xbone elite controller lets you dim the home button as dark as you want, but not the standard one even though on a technical level its possible but they lock you out with their software. I should also mention that this model has microsofts own proprietary contact as well as a 3.5mm headphone jack. Basically all that needs to be said here is that they both work. Nothing is loose, the signals are good, and the latency is very very good. All of the controls on the controller have very low latency actually. I do wish the controller could pump out louder volumes for my expensive audiophile headphones, but any headphones for under $100 will be plenty loud. It does also allows headphones with mics to work over the same cord, so things like your EarPods and other headsets will work automatically. I guess the other thing to mention is the battery life. When youre using the rumble, the battery life is pretty lame. Maybe a few days of gaming. But with it off the controller should last a few weeks with most players. I wish it just had a rechargable battery in it for the sake of saving money on batteries, but Ill live. I dont know if theres anything else to mention. Im on a bus and I havent slept in three days. I dropped the controller a few times because Im dumb and it hasnt broken at all. Very nice. Hey im tired wooooooooooooooooo anyway best controller out there maybe besides the elite version which i cant afford because america. also it has no paint on it its all plastic so it doesnt chip or anything. the controller rattles when you shake bevause of the home button. also the triggers dont squeak nearly as bad as the 360 controller did so yay dogs and wgatmot",2026-02-18 22:25:31
1.0,"I purchased a new controller for my 10 year old son and it became defective within 5 weeks. My son doesn't even play it but a few hours a week and because they have a 30 day return policy, they couldn't do anything about it. Do not purchase the product, it will 100% go bad and they will not replace or refund your money back. Purchased elsewhere. Horrible return policy.",2026-02-18 22:25:31
5.0,"First off, I was sent the wrong controller, which was not the Bluetooth one, but I don't really mind much because I could save up for a wireless adapter and for the time being, I just use my phone charger which is very convenient. I got a used controller, and when I unboxed the controller, it was in great shape, it was like new! There were only a few nicks on the triggers, and visible scratches inside the Xbox logo.  However, I do have a few complaints: > The left stick has a bit of wiggle in the middle > the right stick's calibration is really off, even though i tried re-calibrating the controller in Windows. > Micro-USB port is a bit loose, so i had to put Velcro to secure my cable into a good position > There's a bit of gunk and stuff in the crevices of the controller's frame that is hard to clean off  ###Note: I got a USED controller, I doubt you would have any of these problems if you got a NEW controller!### Other than that, I did not have many problems with the experience. Now for my overall review of the controller itself, which earns 5 stars.  The Xbox One controller is OUTSTANDING both in design and usability. >>The aesthetics This controller has a really sleek and neat look, with more edges and less curves than the 360 controller. The shiny top part and the redesign of the shoulder buttons and triggers look pretty cool too. It's more streamlined and takes up more surface area of the top of the controller than the 360 controller. It just looks pretty cool, and has a cleaner look than the 360 controller.  >>The Design and usability Okay, in my very honest opinion, the way Microsoft designed this controller is an outstanding 9/10. The removal of the battery pack bulge, the redesign of the triggers and D-Pad, and the relocation of the Xbox buttons are clear evidence that Microsoft took the right steps. Furthermore, the new textured joysticks are a REALLY good addition, adding more grip, even though you have slippery or oily fingers. Finally, the new 'view' and 'notification' buttons are nice. In old games, they function just like start and back, and in newer ones they hold their functionality like they should.  The only things that take off a point is the new shoulder buttons and the main rumble motors. On the 360 controller, the shoulder buttons were hinged on the center of the controller, which meant that no matter how big your hands were, you could press the shoulder buttons from any location on its surface. However, on the new controller, the buttons are hinges on their inner edges, which means that if you have big hands like mine, you would not be able to press the shoulder buttons on the side nearest to its center as comfortable as the 360 controller's buttons. The buttons also need more pressure to make a full press, as their switches are harder to press.  The new main rumble motors are also noticeably weaker than the 360 controller's and have less 'shake' to them.  >> Features First off, I would like to say that the new trigger rumbles are a sweet type of haptic feedback, indicating direction and origin of the source of vibration in the game. It is awesome, but it eats up battery really fast if you play games that use that feature a lot.  Thankfully, there's another new feature that I simply commend Microsoft for adding: the ability to power, charge, and use the controller through your regular phone charger microUSB cable. Unlike the old 360 controller, you would need to get the cable from Microsoft, and you wouldn't be able to play with the controller on the PC just by plugging it in. __________________________ Overall, I absolutely love the new controller, and I hope Microsoft keeps this design, but tweaks it juuust a bit, as it is absolutely amazing!  __________________________ EDIT 12/20/2018 -- It has been well over one year now, and a few months ago, I bought new thumbsticks and they are far better than the original. It has also held up to many, MANY drops (i am quite clumsy, and any wire hanging down from my desk can pull it down), having just a few more nicks than it came in with.",2026-02-18 22:25:31
4.0,"Funciona bien, pero llego con marcas de uso, como si el control lo hubieran usado",2026-02-18 22:25:31
5.0,Does what it should,2026-02-18 22:25:34
4.0,I ordered it because it was a supposedly a original Xbox One controller but it's actually a new revised one that's got the share button on it kind of disappointed on that other than that quick delivery it works good,2026-02-18 22:25:34
5.0,Súper bueno llevo años con este control súper funcional,2026-02-18 22:25:34
4.0,"There was a huge PR campaign prior to the launch of the Xbox One controller claiming that many millions of dollars of research had gone into making the best controller ever paired with a console. I think this controller isn't that much better than the old Xbox 360 controller, and in fact it went back in a few areas.  I use my controllers via Bluetooth on the PC now that Windows 10 allows native Bluetooth connection. I've been getting perhaps 20 hours per set of batteries, which is easily half the life of what I got on 360. It's ridiculous how often I need batteries, to the point that I've had to get a quick-charge pack for my controllers so I stop going through batteries.  Aside from batteries, everything else about the controller is my favorite design in history- just like the 360 controller. I really do think this controller (both of them) are the best console controller ever designed... so long as you don't play games that require ultra-fast D-pad action. The D-pad, just like on 360, is still useless for fighting games. It's fine for menus and puzzle games, but you really have to get an arcade stick for fighting games. The short version is that the D-Pad is raised above the controller and made of one large, round piece of plastic. The best-ever controllers for fighting games hid most of the D-pad under the controller surface and only let the buttons poke through the plastic, ensuring you didn't accidentally roll your thumb against the wrong part of the pad. There's just no way for this D-pad design to equal the older design.  So this is a 5/5 controller for action games an so forth, but it's a 3/5 in terms of battery life and fighting games. I'll average that out to a 4/5. Frankly, if all you want is a great PC game pad, I'd still get an old 360 controller for the battery life. Used 360 controllers will offset the cost of a 360 wireless dongle to allows the pads to work on PC, so you won't lose money on the conversion either.",2026-02-18 22:25:34
3.0,Isn't what I was expecting. The keys are very hard and leaves your thumb numb after short time,2026-02-18 22:25:34
5.0,"Greta controller, was exactly what I was looking for thank you",2026-02-18 22:25:34
3.0,Not the controller from the pictures. It's Microsoft's newest model which feels like a downgrade in overall build quality and it is smaller. Not a fan.,2026-02-18 22:25:34
3.0,"I bought this controller for Windows. I use it via bluetooth. The controller itself is good in that it works, but it's 2018 and a rechargeable battery and cable is sold separately, even on this improved revision. It's a little crazy that it took a revision to allow it to work without a dongle for PC too... but at least it does now. For review purposes, for the product listed and nothing more, the controller is just okay, requires 2x AA batteries (first are included, at least), but it doesn't have a USB cable. It uses a micro USB connector, so hopefully you have one (long enough for your circumstances) handy. The wireless radio (maybe BT specific?) emits a very high pitched whine, but it's very dependent on direction, proximity, and ambient noise... and probably personal hearing too.  I don't prefer the texture given to the hard plastic of the back side of the controller, but it's not necessarily bad. this I'd probably like it if I didn't prefer the materials of another controller I own. I also don't prefer the domed buttons compared to flatter topped buttons. Those things are purely subjective, and not ""bad""... and since I'm super nitpicking, I don't like the plastic it's made out of, but that's a silly remark, even if true.  Note: this was entirely my own fault, but when I first tried to use this controller I had enormous range problems. My motherboard has a wifi/bt card, but I use a wired connection, so I didn't have the antennas installed, and the connectivity was basically non existent. It paired, but had a range of maybe 1FT. The BT signal relies on the same antennas as wifi, which seems pretty obvious now, but I hadn't realized I hadn't installed the antennas since I last rebuilt my PC (since I wasn't really using them). Just a heads up.  Regarding BATTERIES: At MSRP, the controller and the official play and charge kit comes out to be somewhere around $84. There are slightly cheaper third party battery packs, though mainly due to the fact that they're often sold as 2 packs, but if they're anything like my older 360 battery pack, their lifetime endurance is questionable. Even the quoted playtime varies greatly in their product descriptions, so a 2 pack of third party batteries will quote 2x 12 hours, while the official single battery quotes 30 hours. I don't know if either of these numbers are accurate, but if nothing else, reviews suggest that the third party batteries are inconsistent, so I'm probably just going to (bc I haven't yet) pay the extra for the official one, and hope their QA is on point. No matter what, I think this is an obnoxious process to have to deal with. Even if replaceable batteries can be advantageous, not including one (at least in the revision) is BS to me.  As a complete rechargeable controller, with a cable to use for wired play, this is the most expensive normal controller for a console.",2026-02-18 22:25:34
5.0,"First, let me state that I do not use this in wireless mode. There is no need for what I am doing. I am sitting in front of my computer, and my keyboard has a USB port in it. This keeps the controller powered, and connected, and there is no wireless lag even possible. This is important for games like CSGO, etc. So, that is what I use.  Setting this up in windows 10 is as easy as plugging a USB cable into the controller and plugging the controller into the PC. That was it. Then, I started using it on games immediately. It is great, it really makes PC games feel more like Xbox One games, but, I like the PC games much more. So, now I use the controller for the majority of the things that I do in the game, but I still have the keyboard for the more complex games where there isn't enough buttons on the controller like ""Elite Dangerous"" which is one of my current favorites.  For now, I use the two analog sticks for normal flying, and for landing, and they are great. The digital up/down/left/right is my throttle in normal flight and my forward back, left right in landing. The triggers are obviously for guns, and the other buttons do common functions. It makes playing the game a lot easier than using the mouse and keyboard. While, I agree there are games that the mouse is better for, it is nice to have the option.  I opted for the brand name controller after hearing people having issues with the knock-offs. I also opted for the wired simply out of simplicity and not wanting the possibility of introducing wireless lag. That said, I couldn't connect wirelessly as-is, it requires an adapter to use this wireless, not sure why as it is Bluetooth, but that seems to be the requirement. Maybe I am doing something wrong, not sure, but I wasn't able to get it to work. However, using it wired is as simple as plug and play. I couldn't be happier.",2026-02-18 22:25:34
4.0,"PROS 1. It comes with everything you'll need in a carry case including batteries 2. Button mapping is easy to set and can be for the thumbsticks you click in or triggers you hold 3. There are four preloaded thumbstick sensitivity curve types to set and adjust 4. All three thumbstick sets glide smooth with the shell not grinding it. And the long type is way more accurate in sniping games 5. It has two different D-Pads one is good for quarter combo moves 6. The triggers have a deadzone tuning for a quicker or slower timing reaction every time you pull it 7. You can make the trigger and sticks swap sides when button mapping 8. The vibration can be adjusted for any motor and sets with the configuration you make 9. The Guide button brightness adjusting sets with the configuration you make CONS 1. A analog stick in the controller can get loose and start drifting even though it's never been dropped 2. There isn't a real good grip on the convex thumbstick set like the other two sets 3. You can't combo button map to any button, trigger or thumbstick 4. You can't mirror map one trigger to the other trigger but can with thumbsticks 5. While setting your triggers deadzone the trigger doesn't vibrate to make it accurate 6. You can only invert the y axis of the thumbstick and not the x axis 7. There is no inner or outer deadzone settings for the thumbsticks to set like the triggers have 8. There is no x and y axis thumbstick sensitivity to adjust separately 9. You can't make your own thumbstick sensitivity curves and can only choose the preloaded ones",2026-02-18 22:25:34
3.0,"Love it for PC with the Bluetooth. Sticks are precise, bumpers are fixed, and the textured grip feels great in the hand. LB and RB now great for shifting in driving games; so easy to use. MS already spent millions designing the Xbone controller and the mid-term then this upgrade really were great enhancements. Actually I'd call the bumpers more a ""fix"" than an enhancement. They used to be awful. The Bluetooth is reliable and setup is easy. I use batteries and the controller is very efficient with them. The impulse triggers are great but unfortunately aren't implemented in many games. They are in Forza though. It doesn't only ""feel"" better but actually helps to play the game for instance if you want to modulate when you brake with ABS off. Same for helping to control acceleration.  PC you need USB and Xbox accessories app for global button mapping and firmware updates. So not often if at all.  There also were/are a ton of different special editions and colors for more $$$ and the Design Lab which is really cool but more $$$. Black and white are fantastic together in my book and cost the least. This latest ""S"" version feels like it is built much butter than the older versions.  Models: 1537 2013-15 * Intro Xbone controller * Impulse triggers * ""Improved"" D-Pad * Better grip texture on sticks * Less latency/faster response  1697 2015-16 * 3.5mm and headset jack on the bottom * Can get wireless firmware updates on console * Awful clicky and heavy bumpers that you have to push exactly right are fixed * Sticks have more tension/resistance * Buttons have more heft  1698 2015 * The Elite (no Bluetooth but rumor about 2nd generation in the works)  1708 (S) 2016 * Texture and color of plastic around logo is different and more integrated; matte instead of shiny * Bluetooth * Textured grip on the back. Again overall quality feels nicer I don't feel like I'm getting ripped off paying this much for a controller...bumpers and buttons feel better once more * Thumbstick movement is steadier and smoother (more resistance; smoother circular rotation) * Console owners have better range up to 40ft away * Probably some of the what they learned designing the Elite trickled down to this model * They fixed the problem with white powder under the sticks after prolonged use  Edit: Left stick broke after a few months of use. Great controller, terrible build quality.",2026-02-18 22:25:38
5.0,"While the controller wasn't the Xbox One variation, I did like the Xbox Series controller they sent me. It even was backwards compatible with my Xbox One X and the screenshot button works on my One X too. Now I can play MGSV in peace.",2026-02-18 22:25:38
5.0,Worked perfect! My husband games a lot and doesn’t care for flashy designs. Connected instantly and fit perfectly with my husband’s current set up,2026-02-18 22:25:38
4.0,"Worked well, as expected, and the durability was decent. However, it is now outdated - highly recommend going with the series redesign of the controller. This version uses micro-USB for connection or charging (if you get a rechargeable battery designed for it), and has a simple cross dpad. The newer version includes USB-C and a nicer dpad design, and just feels a little better.",2026-02-18 22:25:38
4.0,Brand new controller first day playing already has a problem with A button jamming. Hoping it goes away with more play.,2026-02-18 22:25:38
4.0,"The controller is a Xbox One S one, not a regular Xbox One (as pictured). The controller synced up to an Xbox One and worked with no functional issues. If you have an Xbox One, like myself, and want to use a rechargeable battery and controller backing from an Xbox One controller, the backing will not fit on this controller without modification.",2026-02-18 22:25:38
4.0,"✔ Comfortable to hold, perfect for long gaming sessions. ✔ Wireless, because cords are for peasants. ✔ Triggers and buttons feel great—until you smash them in frustration.  ✖ Batteries not included, because of course they aren’t.",2026-02-18 22:25:38
4.0,"I accidently order the wrong model. In the pics they show a model 1708 that's the old style Xbox one X|S controller with Bluetooth. I contacted them bout it and they had ran out of it. So they sent a model 1915 that's the current Xbox controller Model. Not too much a issue but not what I was looking for. Controller was in Great shape though, package was rough but product was clean and intact.",2026-02-18 22:25:38
5.0,This X Box controller was exactly what my son wanted!,2026-02-18 22:25:38
4.0,"I love this Xbox one s controller. In my opinion Xbox has the best controller.  I am a pc games first and foremost, and with my love of the 360 controller I assumed it would be similar.  Being a pc game, using Windows Microsoft updates are supported through the controller.  I did have to purchase the Microsoft wireless adapter I may add for $19.99 but it does update and support up to 4 controllers simultaneously.  I mainly bought this controller to play couch games on my pc, through my tv. I love the redesigned Matte finished, and the added grip they gave it. Most of all. I really love the headphone jack. The only thing though is if your using this with the wireless adapter it will only support 1 headset even with multiple controllers. But if you use Bluetooth you can't use sound at all through the controller.  Only reason I am giving it a 4 star out of 5 is because the Xbox controller has a inactivity timer of 15 minutes. Which shuts down the controller, problem I'm having and many others are having is re syncing the controller. It will power on connect and just shut off again. Only fix for me and others is to reboot the system, and don't be inactive on your controller... even though Microsoft has been supporting 360 and now xb1 they still haven't addressed this problem. Nor updated to fix yet.",2026-02-18 22:25:38
5.0,excellent product,2026-02-18 22:25:41
5.0,It a late reply but it st works great thank you,2026-02-18 22:25:41
2.0,I buy one of these once a year give or take… not made to last,2026-02-18 22:25:41
4.0,"This was a replacement for my old wired Xbox 360 controller. That was a solid controller that I've had since about 2014. Unfortunately it developed a short in the wire up near the controller and even tying it down didn't help much. It really had issues when I would play Fallout 4.  This Xbox 1 controller is not as solid built but the Bluetooth is nice and it does keep a connection. I use it with my Windows 10 computer and Steam games. I did have some trouble in the beginning, but found help that I needed to go to the ""More Bluetooth options"" in the Bluetooth & other devices settings page and check ""Allow Bluetooth devices to find this PC"" before the controller would connect again after the initial pairing. After that, I just have to hold down the power button for the light to come on and stay on.  I have updated the firmware of the controller by downloading the Xbox Accessories app from the Microsoft store. I did have to use a micro-USB cable in order to update. I've got tons of those cables so it wasn't a big deal to find one that worked.",2026-02-18 22:25:41
4.0,Just a normal controller,2026-02-18 22:25:41
